cod_loja;faturamento
2187;476753.72
2188;209934.7
2189;40202.133
2190;34517.99
2191;36100.797
2192;21655.447
2194;19292.244
2196;176692.08
2197;178850.95
2198;85792.01
2199;138834.52
2200;99211.23
2203;69691.2
2204;45772.418
2205;164467.22
2206;279439.78
2208;161387.69
2209;107656.97
2210;34268.613
2211;69967.305
2212;66367.55
2213;267381.84
2214;143776.2
2215;271225.47
2216;206632.56
2217;86124.26
2218;86419.43
2219;208133.17
2220;74333.88
2221;199457.05
2222;84044.9
2224;39000.355
2225;77088.37
2226;30367.615
2227;78243.46
2228;56294.26
2229;246155.12
2230;303957.38
2231;45672.312
2232;102729.96
2233;34538.332
2234;193469.52
2235;58926.31
2237;67002.555
2238;31444.678
2239;123835.37
2242;111138.375
2243;26919.328
2244;37619.293
2245;402306.38
2246;354621.5
2247;29734.219
2248;112933.445
2249;232730.08
2251;136822.45
2252;54479.188
2253;21195.549
2254;203225.64
2255;95559.164
2256;52319.69
2257;30663.227
2258;52965.75
2259;55653.97
2260;42595.027
2261;54220.34
2263;263265.1
2264;82796.336
2265;49844.246
2266;86108.02
2267;142706.11
2268;480543.0
2269;134089.86
2270;102320.78
2271;25122.383
2272;56935.48
2273;100046.38
2274;101155.98
2275;60901.64
2276;25365.57
2278;49868.67
2279;56160.504
2280;138098.88
2281;100679.03
2282;132146.98
2285;21590.803
2286;25600.088
2287;16348.914
2288;17404.592
2289;163907.3
2290;44882.312
2291;42285.496
2292;131233.3
2293;102764.77
2295;209882.19
2297;56713.965
2298;45342.543
2299;65504.73
2300;149723.36
2301;179869.05
2302;72990.02
2303;58932.38
2304;40378.355
2305;30324.682
2307;171167.11
2308;36950.58
2309;28191.36
2310;65361.5
2311;53749.94
2312;48608.73
2313;78426.96
2314;31123.322
2315;77740.49
2316;47262.69
2317;171659.25
2318;18086.22
2319;80141.34
2320;39168.953
2322;242170.48
2323;60522.676
2324;38955.742
2325;142754.64
2326;175959.39
2327;267414.34
2328;125766.15
2329;48737.25
2330;18374.63
2331;67547.07
2332;34627.414
2333;111655.0
2335;59425.3
2336;49962.312
2338;36670.5
2339;55169.17
2340;118057.805
2342;47348.934
2343;61046.06
2344;26055.646
2345;64388.062
2346;71386.57
2348;28506.338
2349;74273.41
2350;59703.816
2351;135347.55
2352;49672.113
2353;50599.082
2354;38744.3
2355;109883.65
2356;120518.914
2357;65611.82
2358;76377.805
2359;75022.96
2360;55953.25
2361;17785.074
2362;37597.598
2363;61306.2
2364;97581.4
2365;83327.305
2366;33852.41
2369;130249.414
2370;76628.94
2371;35402.16
2372;46222.582
2373;127065.72
2374;121888.96
2375;72220.625
2377;49745.625
2378;17123.736
2381;116953.09
2383;30856.453
2384;70776.945
2385;42172.613
2387;103243.19
2389;29987.084
2391;156039.22
2392;85216.66
2393;59788.5
2394;170149.36
2395;24255.188
2396;33253.324
2397;51424.645
2398;26873.836
2399;55015.59
2400;64895.887
2401;40145.24
2402;25710.646
2404;35352.99
2405;63042.53
2406;30253.354
2407;83158.97
2408;31685.088
2409;33802.965
2411;23399.713
2412;61427.48
2413;197566.36
2414;208129.69
2415;29402.357
2417;64137.543
2418;169812.25
2419;38580.938
2421;45757.23
2422;57751.875
2424;77744.85
2425;23507.74
2427;87243.57
2428;37832.85
2429;26787.227
2430;26467.188
2431;54082.64
2432;70882.29
2433;82210.41
2434;70231.36
2435;95572.625
2437;280271.03
2438;263886.34
2439;508665.84
2440;329204.72
2441;42190.11
2442;30209.596
2443;20464.81
2444;51951.625
2445;41431.49
2446;38737.18
2447;44676.625
2448;51783.387
2449;54349.785
2450;21537.041
2453;27596.88
2455;96784.875
2456;90586.31
2457;83563.78
2458;159031.94
2459;53678.28
2460;22598.424
2462;72253.57
2465;162108.3
2466;43537.535
2467;32690.281
2468;37643.152
2470;45923.598
2471;53716.625
2472;49665.3
2473;32162.467
2474;19436.117
2475;69557.51
2476;140408.08
2477;126710.52
2478;25885.781
2479;69662.27
2480;40063.12
2482;67309.195
2483;22008.305
2484;130379.836
2485;175587.05
2486;406313.12
2489;68201.87
2490;174900.5
2491;129869.25
2492;170584.11
2493;244666.25
2495;51848.926
2496;232613.2
2497;144778.31
2498;104478.35
2499;40387.76
2500;237929.05
2501;59302.66
2502;75215.84
2503;78512.84
2505;75842.02
2506;178906.12
2507;114245.9
2508;186946.62
2509;183809.86
2510;150432.8
2511;77690.44
2512;198740.92
2514;40958.41
2515;36554.457
2516;50141.074
2517;18908.725
2518;164686.23
2519;29747.299
2520;44100.73
2521;66444.76
2522;69866.92
2523;18065.96
2524;41889.285
2525;130141.086
2526;42180.824
2528;80160.266
2529;68059.21
2530;54829.01
2531;48674.312
2532;73559.97
2533;40155.59
2534;139655.45
2536;86752.586
2538;32595.4
2539;94664.32
2540;46569.105
2541;58124.207
2542;54423.09
2544;85052.43
2545;92464.68
2546;39273.66
2547;48400.582
2548;86108.37
2549;18631.096
2551;56549.746
2552;47483.99
2553;44389.707
2554;59940.2
2555;92714.25
2556;52505.402
2557;66348.64
2558;48116.754
2559;132556.73
2560;146154.22
2561;37698.047
2563;25607.922
2565;58178.934
2566;47904.605
2567;90915.99
2568;57531.125
2569;275005.16
2570;116275.62
2571;51731.734
2572;43603.402
2573;50980.3
2574;132229.98
2575;59745.324
2576;47305.203
2577;119117.21
2578;88422.445
2581;162075.19
2582;41118.88
2583;20488.156
2584;47022.5
2586;40412.42
2587;88837.09
2588;32671.24
2589;76391.71
2590;97935.65
2591;24980.49
2592;260111.42
2593;134147.73
2595;46368.363
2597;36936.57
2598;34088.324
2599;77929.04
2600;26988.33
2601;47230.168
2602;42316.06
2603;56426.582
2605;27807.74
2606;74847.125
2607;65771.47
2608;17631.408
2609;40598.965
2610;39000.145
2611;130085.48
2612;45154.105
2614;124804.9
2615;21250.094
2616;96755.26
2617;110744.6
2618;104529.875
2619;23935.557
2620;30948.229
2621;78862.93
2622;53235.426
2623;40526.49
2624;33822.293
2625;121978.695
2626;102863.57
2627;60056.61
2628;39757.184
2629;19163.994
2630;177230.33
2631;191370.83
2632;206205.08
2633;44355.12
2634;59246.426
2635;42329.234
2636;79325.38
2638;36247.09
2639;56480.543
2640;22975.271
2641;75954.07
2642;102492.1
2643;34171.18
2644;20651.113
2645;117503.72
2647;53557.887
2648;50472.277
2653;49231.707
2654;360990.6
2656;161172.67
2657;37698.453
2658;66958.5
2659;84303.72
2660;105725.81
2661;28516.143
2662;67015.66
2663;38112.668
2664;105323.336
2666;31048.047
2668;74694.51
2669;23237.49
2670;128247.29
2671;65727.79
2672;335922.53
2674;119926.31
2675;29788.783
2676;30232.883
2677;64969.297
2678;223266.19
2679;141531.23
2680;118288.086
2681;142522.75
2682;122746.16
2683;223407.88
2684;361523.88
2685;104946.46
2686;61333.082
2687;197924.5
2690;54105.926
2691;36777.03
2692;180556.3
2693;20836.945
2694;16533.205
2695;56257.094
2696;45809.613
2697;140974.31
2698;81126.09
2699;47432.438
2701;100581.15
2703;23917.805
2706;61473.02
2707;38180.12
2709;57476.22
2710;84645.305
2711;183390.3
2712;50766.113
2713;37449.797
2714;214006.25
2715;73682.695
2716;109179.71
2717;148441.08
2718;67835.12
2719;34637.043
2720;75135.04
2721;275126.28
2722;54533.49
2723;51065.25
2725;59852.543
2726;65913.97
2727;37993.688
2728;23609.572
2729;41889.45
2731;56826.72
2732;18019.475
2734;32244.783
2735;85431.73
2736;182082.36
2737;112593.836
2738;28714.438
2739;150253.11
2740;126503.75
2742;129049.02
2743;90206.66
2744;16365.0
2747;73128.76
2749;95830.695
2750;71536.73
2751;95284.164
2753;42115.61
2754;58182.152
2756;28048.57
2758;70442.78
2759;44128.902
2760;95569.65
2762;70737.945
2764;81377.98
2765;38708.863
2766;199027.67
2767;28943.604
2768;54396.92
2769;78857.95
2770;57991.01
2771;68457.15
2772;81133.4
2773;38518.043
2775;174981.75
2776;117695.15
2777;138540.83
2778;98756.9
2780;168658.3
2781;190744.56
2782;473628.38
2783;154790.77
2784;89624.25
2785;247199.36
2786;225925.8
2787;24304.242
2788;445086.22
2789;160431.39
2790;104705.91
2791;102531.664
2793;121378.586
2794;100657.69
2795;139209.97
2796;57961.105
2797;110145.98
2798;104714.72
2799;258375.11
2800;149736.97
2802;37753.05
2803;61360.47
2804;56417.312
2805;46687.254
2806;48302.77
2807;48716.832
2808;264612.1
2809;36960.34
2810;58606.688
2811;44968.254
2812;24610.75
2813;114411.23
2814;110448.664
2816;51031.324
2817;24407.031
2818;20978.73
2819;148470.94
2820;85105.5
2821;32841.61
2823;68152.555
2824;52644.387
2825;118160.21
2826;84616.65
2827;117269.07
2829;58944.457
2830;58433.113
2831;93161.47
2832;113224.76
2833;24335.03
2834;53111.098
2835;101998.72
2836;49318.438
2837;32077.672
2838;55271.594
2839;121895.21
2841;59817.793
2842;83267.805
2843;160925.45
2844;43625.938
2845;29078.4
2846;61807.25
2848;125182.414
2849;60833.8
2850;102819.21
2851;39427.402
2852;44026.254
2853;40151.23
2854;81665.24
2856;33606.664
2857;26390.89
2858;59313.55
2859;91845.914
2861;33200.566
2862;21588.43
2863;26954.791
2864;272907.47
2865;69711.59
2866;45866.49
2868;34450.543
2869;85169.37
2870;78821.3
2871;95809.84
2872;36666.56
2873;75066.17
2874;62342.895
2875;96080.85
2876;72712.5
2878;73066.664
2879;39044.832
2880;47727.215
2881;86784.35
2882;25450.158
2883;73504.62
2884;100969.74
2885;111974.43
2886;54844.51
2887;56183.375
2888;54411.754
2890;27784.672
2891;96250.84
2892;72532.29
2893;66394.086
2895;118308.586
2896;80691.58
2897;74234.37
2898;88096.19
2899;65659.46
2900;49477.098
2901;316248.97
2902;123679.6
2903;151323.58
2904;72076.125
2905;37108.254
2906;303170.44
2907;68888.28
2908;59539.39
2909;67183.03
2911;52837.723
2912;86976.88
2913;19871.467
2914;48950.734
2915;41292.11
2916;81517.77
2917;63680.906
2918;142852.62
2919;37064.55
2920;71034.93
2921;44954.668
2922;108426.62
2923;108151.48
2924;65184.72
2925;67212.59
2926;121502.78
2927;69713.07
2928;41447.176
2930;176856.08
2931;28304.912
2933;93528.46
2935;35230.605
2936;142658.62
2937;62685.78
2938;67705.375
2939;87248.22
2940;169537.83
2941;55195.77
2942;59560.855
2943;31308.889
2944;63324.844
2946;64190.332
2947;131269.22
2948;49244.938
2949;51433.438
2951;25262.422
2952;31946.268
2953;98541.305
2955;96962.09
2956;21464.377
2957;37375.21
2959;75314.79
2960;40424.16
2961;109173.0
2962;39958.27
2963;146598.58
2964;93320.18
2965;56820.02
2967;40766.246
2968;45868.355
2969;31438.025
2970;100222.47
2971;59381.082
2972;94809.6
2973;81191.37
2974;116516.48
2975;35908.65
2977;145854.69
2978;77909.52
2979;81274.44
2980;121384.94
2981;68133.125
2982;93608.06
2983;47197.793
2985;74742.03
2986;193197.55
2987;29653.713
2988;109683.87
2989;38895.375
2990;37904.99
2991;23218.846
2993;212421.75
2994;54673.613
2995;32771.3
2996;105457.27
2997;34638.39
2998;88867.805
2999;47846.156
3000;93938.73
3001;43260.66
3002;74098.62
3003;76506.74
3005;337614.1
3006;257608.2
3007;190548.17
3009;279387.03
3010;214396.77
3011;82948.51
3012;187043.3
3013;93749.66
3014;84028.38
3015;107496.63
3016;42902.746
3017;215940.7
3018;129917.336
3019;39222.84
3020;174526.73
3021;85762.75
3022;82199.15
3023;48045.598
3024;41895.473
3025;111517.69
3026;88689.07
3027;45107.395
3028;115792.836
3029;135963.14
3030;37221.375
3031;35021.59
3032;105875.65
3034;183829.12
3035;61595.656
3036;93413.6
3037;81666.02
3038;180082.89
3039;23655.271
3040;96590.586
3041;47150.074
3042;27752.451
3043;36624.223
3044;107903.91
3045;202293.48
3046;89336.18
3047;46182.656
3048;79791.77
3049;70256.78
3050;38124.883
3051;190291.58
3052;57572.094
3053;96017.28
3055;85805.164
3056;36574.61
3058;26171.99
3059;94814.695
3060;91116.664
3061;98849.94
3062;136464.2
3063;127017.336
3064;69558.164
3065;28148.01
3066;53651.793
3067;64112.2
3068;34932.59
3070;71701.75
3071;38213.06
3072;61543.004
3073;48637.125
3074;184118.86
3075;73466.945
3076;47062.715
3077;117495.07
3078;33536.258
3079;109703.66
3080;42313.902
3081;26722.797
3083;77211.09
3084;27932.365
3085;80883.38
3087;14738.46
3088;97945.43
3089;52710.78
3090;66710.02
3091;152272.05
3092;37506.36
3093;99461.79
3094;26980.97
3095;53702.47
3097;96408.23
3099;44587.81
3100;87994.04
3101;148117.56
3102;55000.402
3104;32708.74
3105;108258.164
3106;27408.68
3107;18505.455
3108;60762.754
3110;131201.0
3111;99013.76
3112;95337.6
3113;65819.54
3116;43241.3
3117;25020.744
3118;34437.824
3119;27116.953
3120;32304.178
3122;39394.555
3123;70244.59
3124;81112.77
3125;60748.137
3126;188223.5
3127;57978.637
3128;63319.707
3129;28007.562
3130;58706.465
3131;27693.852
3132;48371.926
3133;41866.715
3134;172967.42
3135;108403.5
3136;52225.223
3137;40794.023
3139;38956.918
3140;53095.863
3141;45853.76
3142;112424.94
3143;17284.97
3144;98737.4
3145;48745.67
3146;15454.685
3147;18716.14
3148;19695.193
3149;73101.6
3150;16336.425
3151;177714.7
3152;111975.31
3153;199490.31
3154;132134.14
3155;101408.99
3157;134310.61
3158;32800.59
3159;39516.426
3160;33983.16
3161;68755.49
3162;62925.293
3163;45376.887
3165;48684.406
3166;81322.664
3167;58173.76
3170;156288.94
3171;51861.05
3172;56921.926
3173;24948.877
3174;54432.207
3175;45482.395
3176;93569.664
3177;177303.23
3178;51418.824
3179;118762.27
3180;76733.25
3181;130342.336
3183;118309.586
3184;67239.15
3185;243978.83
3187;72031.49
3188;35058.863
3189;81186.445
3190;128074.336
3191;52371.44
3192;84196.84
3193;84962.1
3194;94661.836
3195;92160.53
3196;52576.246
3198;134302.05
3201;134447.38
3202;63483.785
3203;91311.62
3204;71527.9
3205;41126.01
3207;39744.11
3209;202734.73
3210;129758.91
3211;24429.906
3212;28775.459
3214;386924.12
3215;126759.31
3216;97463.43
3217;73826.4
3218;78661.38
3219;33739.566
3220;57908.082
3221;147684.47
3222;214717.17
3223;94035.21
3224;80985.56
3225;100420.34
3226;61099.895
3227;109382.34
3228;141799.8
3229;120866.9
3230;155618.56
3231;72464.38
3232;41817.348
3233;38112.36
3234;65188.652
3235;30962.924
3237;145338.8
3238;70265.086
3239;58533.45
3240;86310.42
3241;21798.81
3242;24523.006
3244;172716.69
3245;88468.96
3246;53750.89
3247;67593.15
3248;28461.72
3249;59053.09
3250;33607.473
3253;93041.24
3254;220597.31
3255;94996.0
3256;50286.844
3257;146018.69
3258;109305.32
3259;128225.79
3260;99405.805
3262;105701.836
3264;40087.188
3265;37066.867
3266;132014.62
3267;57799.14
3268;97785.81
3269;173179.05
3270;25907.594
3271;30675.725
3272;135136.64
3273;29189.994
3275;57363.72
3276;33595.246
3277;94594.97
3278;38323.246
3279;41968.457
3280;29559.193
3281;22366.623
3282;42112.824
3283;86549.38
3286;63692.125
3288;28826.768
3289;45640.812
3290;453331.4
3291;208437.12
3292;86107.54
3293;74226.99
3295;43420.44
3296;67105.78
3297;31704.443
3298;95859.51
3299;39671.215
3300;74582.0
3302;68211.86
3303;54040.77
3304;46590.793
3305;113494.664
3306;111154.32
3308;42667.914
3309;56987.25
3311;35802.465
3312;60335.832
3313;61357.95
3314;43493.11
3315;61723.05
3317;27063.428
3318;48759.543
3319;30823.764
3320;47910.8
3321;38854.094
3322;42014.902
3324;64864.527
3325;166756.88
3327;95310.29
3328;74289.0
3329;141408.16
3330;312084.88
3331;127307.086
3332;36193.848
3333;56780.48
3334;37150.44
3335;78358.03
3336;76359.914
3337;90892.664
3338;346618.34
3339;48261.38
3341;33347.81
3342;72280.59
3343;35277.832
3345;102159.96
3346;85338.85
3347;55936.668
3348;54182.645
3349;21274.148
3350;100933.18
3351;63500.26
3352;242699.88
3354;38090.645
3355;30329.555
3356;46726.703
3357;181875.88
3358;41320.438
3360;76711.96
3361;29942.13
3362;47601.395
3363;58181.113
3364;45958.297
3365;30043.447
3366;41728.516
3369;24106.549
3370;74652.24
3372;112590.53
3373;71032.805
3374;33978.438
3375;153106.98
3376;90587.06
3377;49195.438
3378;55323.13
3379;97370.16
3380;79721.81
3381;36762.797
3382;44892.11
3384;52594.72
3385;53446.797
3386;44162.47
3387;80523.086
3388;92726.47
3391;70684.33
3392;198782.14
3393;503440.38
3395;40879.0
3397;258224.52
3398;128306.23
3399;96120.53
3400;65544.11
3401;34681.438
3402;85381.19
3403;113484.31
3404;90277.91
3405;58628.832
3407;35462.008
3408;42395.277
3409;40755.89
3410;47896.74
3411;414956.5
3412;288295.4
3413;88379.086
3414;38759.84
3417;388293.47
3418;67070.15
3419;92224.31
3420;346556.7
3421;58686.395
3422;95584.44
3423;377495.4
3424;253732.95
3425;77393.664
3427;60617.86
3428;105293.336
3429;104703.19
3430;40540.574
3431;76209.07
3434;31538.025
3435;45529.52
3437;41900.793
3438;44080.703
3439;42048.438
3440;98231.0
3441;148222.02
3442;236966.0
3443;52871.324
3444;19542.598
3445;32939.387
3446;56431.734
3447;40858.6
3448;481646.16
3449;203576.89
3451;65251.254
3452;217237.02
3453;53111.297
3454;118350.1
3455;86947.4
3456;31619.717
3458;28783.537
3459;51212.832
3460;35971.56
3461;55663.324
3462;71514.4
3463;67594.05
3465;44308.887
3466;93065.055
3467;154645.98
3468;54743.934
3469;65752.445
3470;175108.33
3471;270104.03
3473;114854.38
3474;55443.45
3476;46507.14
3477;49262.844
3479;70865.16
3481;47146.47
3482;110394.82
3483;38579.816
3485;39978.785
3486;32747.69
3487;24969.6
3488;41030.63
3489;85245.805
3490;16004.352
3491;53178.24
3492;62228.074
3494;84947.57
3495;271114.44
3496;57985.74
3497;60511.562
3498;27753.547
3499;99459.25
3500;86122.836
3501;179533.42
3502;64337.535
3503;90663.13
3504;64540.23
3505;422816.38
3506;471335.6
3507;330693.53
3508;339184.1
3509;442803.22
3510;156174.3
3511;213431.56
3513;174636.2
3514;49944.72
3515;122956.09
3516;116252.75
3517;161616.56
3518;70149.21
3519;179850.89
3520;179154.83
3521;117550.66
3522;125463.43
3523;79527.4
3524;72347.875
3525;126070.16
3526;65172.996
3527;121806.44
3528;68227.13
3529;93376.32
3530;121126.0
3531;80690.086
3532;47048.76
3534;121625.04
3535;99589.16
3536;60664.668
3537;103233.4
3538;64111.363
3540;80308.24
3541;16982.557
3542;19844.86
3543;55038.957
3544;84786.97
3545;34061.88
3546;46330.45
3547;72440.43
3548;71585.664
3550;57591.348
3551;42588.387
3553;381150.88
3554;97833.875
3555;67640.375
3556;89321.35
3558;312723.12
3560;100493.25
3561;160697.75
3562;53801.656
3563;37867.2
3564;41424.66
3567;45140.14
3569;51619.676
3570;40087.035
3571;56615.844
3572;198750.7
3573;125025.336
3574;271229.53
3575;57241.78
3576;89253.26
3577;119263.29
3578;82686.99
3579;86994.88
3580;71027.32
3581;63876.277
3582;120269.56
3583;56358.24
3584;140778.19
3585;232536.8
3586;59457.484
3587;59476.01
3588;167901.67
3589;60395.438
3590;315316.5
3591;208515.94
3594;73702.93
3595;82674.02
3596;29609.803
3597;371691.22
3600;90745.6
3601;223749.83
3602;25834.727
3603;96434.81
3604;94191.25
3606;96589.47
3607;71103.53
3609;137856.92
3610;63265.812
3611;45520.76
3612;38508.58
3613;29892.475
3614;41651.625
3615;69341.09
3616;107787.54
3618;30204.438
3619;67204.79
3620;263589.4
3622;43658.375
3623;73783.07
3624;73037.18
3625;93951.75
3628;39697.785
3629;20654.367
3630;35711.312
3631;76019.73
3632;81767.86
3633;34960.81
3634;228918.83
3635;50826.23
3637;62095.28
3638;39445.56
3639;53555.58
3640;43338.906
3641;281941.34
3642;99090.82
3643;195011.38
3645;165642.81
3646;185658.45
3647;96344.4
3648;52851.332
3649;460369.12
3651;94274.375
3652;86078.17
3653;100315.664
3654;54541.605
3656;34329.293
3657;67651.68
3658;57747.375
3659;50527.84
3660;103455.18
3662;42126.94
3663;25555.545
3664;97229.164
3665;22297.5
3666;21931.953
3669;147860.3
3670;178843.08
3671;86517.734
3673;236041.2
3676;130390.41
3677;59986.395
3678;148358.89
3679;193374.77
3680;63938.88
3681;253049.48
3682;114907.945
3683;127592.98
3685;157637.36
3686;81600.836
3687;55171.3
